subject	activity	code	TimeBodyAccelerometer.mean...X	TimeBodyAccelerometer.mean...Y	TimeBodyAccelerometer.mean...Z	TimeGravityAccelerometer.mean...X	TimeGravityAccelerometer.mean...Y	TimeGravityAccelerometer.mean...Z	TimeBodyAccelerometerJerk.mean...X	TimeBodyAccelerometerJerk.mean...Y	TimeBodyAccelerometerJerk.mean...Z	TimeBodyGyroscope.mean...X	TimeBodyGyroscope.mean...Y	TimeBodyGyroscope.mean...Z	TimeBodyGyroscopeJerk.mean...X	TimeBodyGyroscopeJerk.mean...Y	TimeBodyGyroscopeJerk.mean...Z	TimeBodyAccelerometerMagnitude.mean..	TimeGravityAccelerometerMagnitude.mean..	TimeBodyAccelerometerJerkMagnitude.mean..	TimeBodyGyroscopeMagnitude.mean..	TimeBodyGyroscopeJerkMagnitude.mean..	FrequencyBodyAccelerometer.mean...X	FrequencyBodyAccelerometer.mean...Y	FrequencyBodyAccelerometer.mean...Z	FrequencyBodyAccelerometer.meanFreq...X	FrequencyBodyAccelerometer.meanFreq...Y	FrequencyBodyAccelerometer.meanFreq...Z	FrequencyBodyAccelerometerJerk.mean...X	FrequencyBodyAccelerometerJerk.mean...Y	FrequencyBodyAccelerometerJerk.mean...Z	FrequencyBodyAccelerometerJerk.meanFreq...X	FrequencyBodyAccelerometerJerk.meanFreq...Y	FrequencyBodyAccelerometerJerk.meanFreq...Z	FrequencyBodyGyroscope.mean...X	FrequencyBodyGyroscope.mean...Y	FrequencyBodyGyroscope.mean...Z	FrequencyBodyGyroscope.meanFreq...X	FrequencyBodyGyroscope.meanFreq...Y	FrequencyBodyGyroscope.meanFreq...Z	FrequencyBodyAccelerometerMagnitude.mean..	FrequencyBodyAccelerometerMagnitude.meanFreq..	FrequencyBodyBodyAccelerometerJerkMagnitude.mean..	FrequencyBodyBodyAccelerometerJerkMagnitude.meanFreq..	FrequencyBodyBodyGyroscopeMagnitude.mean..	FrequencyBodyBodyGyroscopeMagnitude.meanFreq..	FrequencyBodyBodyGyroscopeJerkMagnitude.mean..	FrequencyBodyBodyGyroscopeJerkMagnitude.meanFreq..	TimeBodyAccelerometer.std...X	TimeBodyAccelerometer.std...Y	TimeBodyAccelerometer.std...Z	TimeGravityAccelerometer.std...X	TimeGravityAccelerometer.std...Y	TimeGravityAccelerometer.std...Z	TimeBodyAccelerometerJerk.std...X	TimeBodyAccelerometerJerk.std...Y	TimeBodyAccelerometerJerk.std...Z	TimeBodyGyroscope.std...X	TimeBodyGyroscope.std...Y	TimeBodyGyroscope.std...Z	TimeBodyGyroscopeJerk.std...X	TimeBodyGyroscopeJerk.std...Y	TimeBodyGyroscopeJerk.std...Z	TimeBodyAccelerometerMagnitude.std..	TimeGravityAccelerometerMagnitude.std..	TimeBodyAccelerometerJerkMagnitude.std..	TimeBodyGyroscopeMagnitude.std..	TimeBodyGyroscopeJerkMagnitude.std..	FrequencyBodyAccelerometer.std...X	FrequencyBodyAccelerometer.std...Y	FrequencyBodyAccelerometer.std...Z	FrequencyBodyAccelerometerJerk.std...X	FrequencyBodyAccelerometerJerk.std...Y	FrequencyBodyAccelerometerJerk.std...Z	FrequencyBodyGyroscope.std...X	FrequencyBodyGyroscope.std...Y	FrequencyBodyGyroscope.std...Z	FrequencyBodyAccelerometerMagnitude.std..	FrequencyBodyBodyAccelerometerJerkMagnitude.std..	FrequencyBodyBodyGyroscopeMagnitude.std..	FrequencyBodyBodyGyroscopeJerkMagnitude.std..
1	LAYING	6	0.22161	-0.04050126	-0.113142	-0.2489	0.70554	0.44582	0.081098	0.00383436	0.01084116	-0.0165536	-0.0644664	0.148698	-0.1072922	-0.0415226	-0.074056	-0.841908	-0.841908	-0.9544	-0.87474	-0.96348	-0.93918	-0.86706	-0.88264	-0.1588006	0.0975568	0.089496	-0.9571	-0.92242	-0.94804	0.1324298	0.0245476	0.024356	-0.8502584	-0.95214	-0.90932	-0.0035092	-0.0915162	0.0104664	-0.861736	0.086388	-0.93332	0.26634	-0.8622	-0.13977	-0.9424	0.176526	-0.928	-0.83686	-0.8260136	-0.89682	-0.90767	-0.852376	-0.9585	-0.92416	-0.9549	-0.873506	-0.95108	-0.9082	-0.91862	-0.9679	-0.9578	-0.79514	-0.79514	-0.9283	-0.819008	-0.93586	-0.9245	-0.833648	-0.812832	-0.9642	-0.93222	-0.96062	-0.8823	-0.9512	-0.91662	-0.798348	-0.92178	-0.824388	-0.93264
1	SITTING	4	0.261302127659575	-0.00131929787234043	-0.104589361702128	0.831553191489362	0.204463829787234	0.332021276595745	0.0774702127659574	-0.000632978723404255	-0.00334040425531915	-0.0453451063829787	-0.0919404255319149	0.0629255319148936	-0.0936744680851064	-0.0402063829787234	-0.046711914893617	-0.948553191489362	-0.948553191489362	-0.98731914893617	-0.930893617021277	-0.991936170212766	-0.979595744680851	-0.944148936170213	-0.959191489361702	-0.0495336170212766	0.0760042553191489	0.238863829787234	-0.98663829787234	-0.98168085106383	-0.986042553191489	0.256640212765957	0.0475565957446809	0.0923851063829787	-0.976191489361702	-0.975808510638298	-0.951340425531915	0.189176489361702	0.0631148936170213	-0.0298148936170213	-0.947829787234043	0.236672340425532	-0.98531914893617	0.351878723404255	-0.958468085106383	-0.000204893617021276	-0.989851063829787	0.184742553191489	-0.977255319148936	-0.922702127659574	-0.939510638297872	-0.968446808510638	-0.935468085106383	-0.949	-0.986425531914894	-0.98136170212766	-0.987872340425532	-0.977170212765957	-0.966489361702128	-0.941489361702128	-0.991702127659574	-0.989553191489362	-0.987914893617021	-0.927106382978723	-0.927106382978723	-0.984127659574468	-0.934553191489362	-0.988255319148936	-0.97636170212766	-0.917276595744681	-0.934531914893617	-0.987446808510638	-0.982531914893617	-0.98836170212766	-0.977936170212766	-0.96236170212766	-0.943936170212766	-0.928446808510638	-0.981617021276596	-0.932234042553191	-0.987021276595745
1	STANDING	5	0.278924528301887	-0.0161379245283019	-0.110537735849057	0.942962264150943	-0.272924528301887	0.0134781132075472	0.0753792452830189	0.00797905660377358	-0.00368366037735849	-0.0239875094339623	-0.0593981132075472	0.0748207547169811	-0.0995811320754717	-0.0440584905660377	-0.0489462264150943	-0.984339622641509	-0.984339622641509	-0.992301886792453	-0.976452830188679	-0.994943396226415	-0.995264150943396	-0.977056603773585	-0.985358490566038	0.0864896603773585	0.11748641509434	0.244905660377359	-0.994679245283019	-0.985396226415094	-0.990754716981132	0.314133962264151	0.0391647169811321	0.13858379245283	-0.986339622641509	-0.988962264150943	-0.980735849056604	-0.120283018867925	-0.0447469811320755	0.10059641509434	-0.985396226415094	0.284581132075472	-0.992490566037736	0.42222641509434	-0.984547169811321	-0.0286599056603774	-0.994830188679245	0.334469811320755	-0.995754716981132	-0.973207547169811	-0.979754716981132	-0.993679245283019	-0.98122641509434	-0.976320754716981	-0.994566037735849	-0.985660377358491	-0.992283018867924	-0.98722641509434	-0.987735849056604	-0.980679245283019	-0.992962264150943	-0.995169811320755	-0.992094339622641	-0.982018867924528	-0.982018867924528	-0.993056603773585	-0.978622641509434	-0.994792452830189	-0.995924528301887	-0.972264150943396	-0.977962264150943	-0.995018867924528	-0.986905660377358	-0.992320754716981	-0.987509433962264	-0.987094339622641	-0.982358490566038	-0.982339622641509	-0.992584905660377	-0.978471698113208	-0.994660377358491
1	WALKING	1	0.277347368421053	-0.0173852526315789	-0.111134736842105	0.935189473684211	-0.282105263157895	-0.06812	0.0740662105263158	0.0282884210526316	-0.00411536842105263	-0.0418129052631579	-0.0695196842105263	0.0849481052631579	-0.0899709473684211	-0.0398431578947368	-0.0461752631578947	-0.136956736842105	-0.136956736842105	-0.141447368421053	-0.160994736842105	-0.298683157894737	-0.202763157894737	0.0897069473684211	-0.331547368421053	-0.207501052631579	0.113079578947368	0.0496983368421053	-0.170527336842105	-0.0352243284210526	-0.469031578947368	-0.209258105263158	-0.38622	-0.185500105263158	-0.339038947368421	-0.103032947368421	-0.255976842105263	0.0148115789473684	-0.0657588421052632	0.000774947368421053	-0.128630842105263	0.190666315789474	-0.0571388105263158	0.0938187789473684	-0.199222315789474	0.268811894736842	-0.31928	0.190641894736842	-0.283747368421053	0.114435473684211	-0.260031578947368	-0.976589473684211	-0.971273684210526	-0.947726315789474	-0.113594	0.0669969473684211	-0.502726315789474	-0.473515789473684	-0.0546289789473684	-0.344252631578947	-0.207382105263158	-0.304452631578947	-0.404242105263158	-0.219686315789474	-0.219686315789474	-0.0744989263157895	-0.186945263157895	-0.325372631578947	-0.319136842105263	0.0560300315789474	-0.279688421052632	-0.133578947368421	0.106751052631579	-0.534694736842105	-0.516694736842105	-0.0335391578947368	-0.436589473684211	-0.398	-0.103472947368421	-0.321021052631579	-0.381631578947368
1	WALKING_DOWNSTAIRS	3	0.289163265306122	-0.00991983673469388	-0.10749387755102	0.931857142857143	-0.266612244897959	-0.0621061224489796	0.0541714285714286	0.0296714285714286	-0.0109659183673469	-0.0350335102040816	-0.0909408163265306	0.0900484897959184	-0.0739921020408163	-0.0439848979591837	-0.0270542857142857	0.0271850816326531	0.0271850816326531	-0.0894238775510204	-0.075745306122449	-0.295540816326531	0.0382116326530612	0.00152348979591837	-0.225577551020408	-0.307392244897959	0.0632375510204082	0.294329979591837	-0.0276857142857143	-0.128661224489796	-0.288408163265306	-0.253167346938776	-0.337602040816327	0.0094	-0.352421632653061	-0.0556714285714286	-0.0318797959183673	-0.100481632653061	0.0825185714285714	-0.0756881632653061	0.0965979591836735	0.119189897959184	0.026264693877551	0.0765287755102041	-0.18569612244898	0.349665306122449	-0.281960612244898	0.189947448979592	0.0300588632653061	-0.0319091836734694	-0.230459183673469	-0.950673469387755	-0.937	-0.895938775510204	-0.0122773469387755	-0.10161612244898	-0.345704081632653	-0.4581	-0.126321632653061	-0.124677551020408	-0.486959183673469	-0.238830612244898	-0.268721632653061	0.0198661224489796	0.0198661224489796	-0.0257514285714286	-0.225712244897959	-0.306522448979592	0.0243173469387755	-0.112939591836735	-0.297897959183673	-0.0863175714285714	-0.134527959183673	-0.401714285714286	-0.495422448979592	-0.181467755102041	-0.23845306122449	-0.186573469387755	-0.103971224489796	-0.39829387755102	-0.391965306122449
1	WALKING_UPSTAIRS	2	0.255433962264151	-0.0239588867924528	-0.0973716981132075	0.893396226415094	-0.36211320754717	-0.0753830188679245	0.101424905660377	0.0194288679245283	-0.0455284905660377	0.0505528301886792	-0.166191509433962	0.0583298113207547	-0.122262264150943	-0.0421547169811321	-0.0406995660377358	-0.129994339622642	-0.129994339622642	-0.466490566037736	-0.126791509433962	-0.594905660377358	-0.404339622641509	-0.190981698113208	-0.433358490566038	-0.418705660377359	-0.160710943396226	-0.52011320754717	-0.479943396226415	-0.413490566037736	-0.685452830188679	-0.377037735849057	-0.509452830188679	-0.551056603773585	-0.492566037735849	-0.319452830188679	-0.453603773584906	-0.187453773584906	-0.473509433962264	-0.133367924528302	-0.352490566037736	-0.097708679245283	-0.442698113207547	0.0853664150943396	-0.325992452830189	-0.219314339622642	-0.634641509433962	0.114256603773585	-0.354716981132075	-0.00230547169811321	-0.0194990566037736	-0.956301886792453	-0.95288679245283	-0.912358490566038	-0.446905660377359	-0.378301886792453	-0.706622641509434	-0.544811320754717	0.00409377358490566	-0.507188679245283	-0.614792452830189	-0.601698113207547	-0.606358490566038	-0.325	-0.325	-0.479018867924528	-0.148654150943396	-0.648528301886792	-0.337490566037736	0.0217484905660377	0.0860209433962264	-0.461811320754717	-0.381698113207547	-0.726037735849057	-0.565867924528302	0.151559622641509	-0.571735849056604	-0.416264150943396	-0.533075471698113	-0.182975471698113	-0.693943396226415
2	LAYING	6	0.281416666666667	-0.0181575	-0.107227083333333	-0.509729166666667	0.752541666666667	0.646854166666667	0.0825916666666667	0.0122520833333333	-0.00181245833333333	-0.018463125	-0.11178125	0.1448625	-0.101964583333333	-0.035855625	-0.07020625	-0.9775	-0.9775	-0.987729166666667	-0.949979166666667	-0.991791666666667	-0.97675	-0.979791666666667	-0.984333333333333	-0.14648625	0.257295833333333	0.402522916666667	-0.985833333333333	-0.982770833333333	-0.986166666666667	0.15984041875	0.121216666666667	0.190602083333333	-0.986395833333333	-0.983333333333333	-0.962729166666667	0.102626666666667	0.04229	0.0553470833333333	-0.975145833333333	0.2663	-0.985354166666667	0.341752083333333	-0.972145833333333	0.0185558333333333	-0.990291666666667	0.264835416666667	-0.973979166666667	-0.980270833333333	-0.98425	-0.958958333333333	-0.9881875	-0.984229166666667	-0.985895833333333	-0.983145833333333	-0.988416666666667	-0.988291666666667	-0.982270833333333	-0.9603125	-0.993208333333333	-0.989541666666667	-0.988020833333333	-0.972854166666667	-0.972854166666667	-0.985520833333333	-0.961041666666667	-0.989729166666667	-0.973229166666667	-0.981041666666667	-0.9848125	-0.987229166666667	-0.985041666666667	-0.9893125	-0.988875	-0.981854166666667	-0.963145833333333	-0.975104166666667	-0.984583333333333	-0.961104166666667	-0.989479166666667
2	SITTING	4	0.27704347826087	-0.0156789130434783	-0.109230434782609	0.94045652173913	-0.105648419565217	0.198726086956522	0.07225	0.0116983913043478	0.00762830434782609	-0.0454804347826087	-0.0599054347826087	0.0411891304347826	-0.0936239130434783	-0.0415608695652174	-0.0435960869565217	-0.967934782608696	-0.967934782608696	-0.986804347826087	-0.946086956521739	-0.99104347826087	-0.985804347826087	-0.957304347826087	-0.970195652173913	0.0851819782608696	0.150267826086957	0.0961278260869565	-0.987913043478261	-0.977195652173913	-0.985108695652174	0.305548695652174	0.026244347826087	0.0929413043478261	-0.982652173913043	-0.982152173913043	-0.959869565217391	0.1305	-0.192184782608696	0.040978652173913	-0.961260869565217	0.130974565217391	-0.983934782608696	0.280045652173913	-0.971804347826087	-0.106392391304348	-0.989804347826087	0.194747391304348	-0.986782608695652	-0.950695652173913	-0.959760869565217	-0.97995652173913	-0.956695652173913	-0.954369565217391	-0.988086956521739	-0.978	-0.98754347826087	-0.985760869565217	-0.978913043478261	-0.959826086956522	-0.989739130434783	-0.990847826086957	-0.985521739130435	-0.953086956521739	-0.953086956521739	-0.984434782608696	-0.961260869565217	-0.989565217391304	-0.987326086956522	-0.95	-0.956869565217391	-0.989521739130435	-0.980847826086957	-0.988608695652174	-0.986804347826087	-0.977326086956522	-0.963565217391304	-0.955608695652174	-0.984086956521739	-0.961391304347826	-0.989565217391304
2	STANDING	5	0.277851851851852	-0.0184196296296296	-0.105912962962963	0.896907407407407	-0.370166666666667	0.129740740740741	0.0747611111111111	0.0103306851851852	-0.00836246296296296	-0.0238598888888889	-0.0820333333333333	0.0878377777777778	-0.105527777777778	-0.0422259259259259	-0.0546512962962963	-0.96587037037037	-0.96587037037037	-0.980481481481482	-0.963388888888889	-0.983907407407407	-0.983962962962963	-0.959925925925926	-0.962481481481481	0.108557592592593	0.0623381296296296	0.104492777777778	-0.980925925925926	-0.970796296296296	-0.979759259259259	0.331427777777778	-0.0570125925925926	0.0396488888888889	-0.967037037037037	-0.972537037037037	-0.960648148148148	-0.107411111111111	-0.171134444444444	0.00019398148148148	-0.964111111111111	0.11958462962963	-0.977037037037037	0.304897222222222	-0.961759259259259	-0.0661711111111111	-0.97787037037037	0.160655555555556	-0.987296296296296	-0.957259259259259	-0.949759259259259	-0.986685185185185	-0.974185185185185	-0.945962962962963	-0.981111111111111	-0.971018518518519	-0.982888888888889	-0.973018518518519	-0.971425925925926	-0.964851851851852	-0.979277777777778	-0.983407407407407	-0.97362962962963	-0.95787037037037	-0.95787037037037	-0.976666666666667	-0.953888888888889	-0.977222222222222	-0.989055555555556	-0.957925925925926	-0.946388888888889	-0.982981481481481	-0.973518518518519	-0.984592592592593	-0.974944444444444	-0.971074074074074	-0.969703703703704	-0.960592592592593	-0.97512962962963	-0.956833333333333	-0.977796296296296
2	WALKING	1	0.276423728813559	-0.0185887457627119	-0.105479661016949	0.913016949152542	-0.346559322033898	0.0847372881355932	0.0618371694915254	0.0182027118644068	0.00787745762711864	-0.0530214033898305	-0.0482318644067797	0.0828423728813559	-0.0819108474576271	-0.0538201694915254	-0.0514832203389831	-0.290423728813559	-0.290423728813559	-0.281408474576271	-0.446576271186441	-0.547898305084746	-0.346033898305085	-0.0219393220338983	-0.453779661016949	-0.145768983050847	0.198608474576271	0.0689361016949152	-0.304586440677966	-0.0787305084745763	-0.554932203389831	-0.0727049322033898	-0.263525762711864	-0.254811694915254	-0.429745762711864	-0.554779661016949	-0.396610169491525	0.00723016949152542	-0.0426915254237288	0.139737457627119	-0.324222033898305	0.393203389830508	-0.169058474576271	0.207446779661017	-0.53064406779661	0.305259322033898	-0.583203389830508	0.126295101694915	-0.423661016949153	-0.078083220338983	-0.425254237288136	-0.972762711864407	-0.972084745762712	-0.97206779661017	-0.27753593220339	-0.0166574576271186	-0.586152542372881	-0.561559322033898	-0.538508474576271	-0.48106779661017	-0.389508474576271	-0.634101694915254	-0.435542372881356	-0.422576271186441	-0.422576271186441	-0.164195559322034	-0.553067796610169	-0.557796610169492	-0.45764406779661	-0.16921186440678	-0.455203389830508	-0.314322033898305	-0.0153167796610169	-0.615847457627119	-0.60406779661017	-0.533	-0.559932203389831	-0.577101694915254	-0.164054745762712	-0.651779661016949	-0.558101694915254
